summary_id,tier,is_valid,validation_confidence,grade_score,coherence_score,factuality_score,issues_count,processing_time_ms,justification,original_grade,production_ready,level3_priority_final,source_id
182_adaptive,CRITICAL,False,0.1083521854877472,0.2,0.097365864767478,0.961173951625824,1,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,2d93580017c5f706
183_adaptive,GOOD,False,1.0,0.9,0.826,0.997988224029541,2,0.0,Grade A non production ready - traitement ML standard,A,False,0.7,696099548cf1f22b
184_adaptive,EXCELLENT,True,1.0,1.0,0.8859999999999999,0.99607253074646,1,0.0,Priorité standard basée sur confiance,A+,True,0.7,d7dc94edc71fd9b0
185_adaptive,EXCELLENT,True,1.0,1.0,0.8959999999999999,0.9488303065299988,1,0.0,Priorité standard basée sur confiance,A+,True,0.7,614db6878cf3974d
6_confidence_weighted,MODERATE,False,0.8598385190963744,0.7,0.6464282115869018,0.666128396987915,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0590c9fd6d5d779e
66_confidence_weighted,MODERATE,False,0.7510791524884272,0.6,0.5206489675516225,0.8691822290420532,6,0.0,Grade B non production ready - traitement ML élevé,B,False,0.75,04b3e43e6463dd21
112_confidence_weighted,CRITICAL,False,0.1629447992810784,0.2,0.3111251418131946,0.891274094581604,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,d56c177562711942
161_confidence_weighted,MODERATE,False,0.7510791524884272,0.6,0.5206489675516225,0.8691822290420532,6,0.0,Grade B non production ready - traitement ML élevé,B,False,0.75,619f4cf2b1395245
168_confidence_weighted,MODERATE,False,0.8598385190963744,0.7,0.6464282115869018,0.666128396987915,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,64f219af63d28f29
49_adaptive,EXCELLENT,True,1.0,1.0,0.8860000000000001,0.9325799345970154,0,0.0,Priorité standard basée sur confiance,A+,True,0.7,bcd7413fdd20743c
174_adaptive,EXCELLENT,True,1.0,1.0,0.8860000000000001,0.9325799345970154,0,0.0,Priorité standard basée sur confiance,A+,True,0.7,07730c9602dd0a82
0_confidence_weighted,MODERATE,False,0.9007769930362702,0.7,0.6742194616977225,0.9025899767875672,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0c862e6732c5a41a
1_confidence_weighted,MODERATE,False,0.9524178957939148,0.7,0.6844615384615385,0.9747263193130492,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,89580b321df35a6a
2_confidence_weighted,MODERATE,False,0.9673879945278168,0.7,0.6843982683982685,0.924626648426056,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,36e1a50865a65b52
3_confidence_weighted,MODERATE,False,0.9120409047603606,0.7,0.6408878923766815,0.8401363492012024,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0a555c36f5fbedf6
4_confidence_weighted,MODERATE,False,0.9749277913570404,0.7,0.6840434782608695,0.949759304523468,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,72687c4664f0425b
5_confidence_weighted,MODERATE,False,0.913939290046692,0.7,0.6776292134831461,0.9464643001556396,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,09da9397c8247ed8
7_confidence_weighted,CRITICAL,False,0.1,0.2,0.3016747270187687,0.8915548324584961,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,2e5d424af642656f
8_confidence_weighted,CRITICAL,False,0.1,0.2,0.3286540308094263,0.8446868658065796,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,4545a3e73854234a
9_confidence_weighted,MODERATE,False,0.9058420443534853,0.7,0.6502446043165468,0.7194734811782837,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,c0b9d27bbaa29e21
10_confidence_weighted,MODERATE,False,0.8962094521522521,0.7,0.6534874371859297,0.7873648405075073,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,5bce4475862ed1f9
11_confidence_weighted,MODERATE,False,0.8903544831275941,0.7,0.6837837837837838,0.86784827709198,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,a55934d4ef922836
12_confidence_weighted,CRITICAL,False,0.166808764112662,0.2,0.3978944309009528,0.8595384955406189,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,461e0a8c5eb56c46
13_confidence_weighted,MODERATE,False,0.9541268312931062,0.7,0.6854080996884735,0.8804227709770203,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,fecc42217ea92412
14_confidence_weighted,CRITICAL,False,0.4585685718496793,0.4,0.4806069541851986,0.9275503158569336,4,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,e87d8f1639f5afd5
15_confidence_weighted,MODERATE,False,0.8847560155391693,0.7,0.634423645320197,0.8491867184638977,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,a4cb3a806304a2fe
16_confidence_weighted,CRITICAL,False,0.3470788849680076,0.4,0.4009624769863387,0.8886588215827942,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,9cd674aa7b0d859c
17_confidence_weighted,CRITICAL,False,0.2928974306797806,0.4,0.4038974380921965,0.7031623721122742,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,ff43903241bfe43a
18_confidence_weighted,MODERATE,False,0.9195828187465668,0.7,0.6803775100401606,0.965276062488556,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,4dbccbbb7ebe01f5
19_confidence_weighted,MODERATE,False,0.9798573696613312,0.7,0.6811737451737452,0.9661912322044371,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7e21dcf6f2e9a9c4
20_confidence_weighted,MODERATE,False,0.8679102158546448,0.7,0.6836772616136919,0.6930340528488159,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,6d857e010b72ceb7
21_confidence_weighted,MODERATE,False,0.895914123058319,0.7,0.6828000000000001,0.786380410194397,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,008cc26d81dd633b
22_confidence_weighted,CRITICAL,False,0.1,0.2,0.3761467169911884,0.6441677808761597,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,3e6b976943164224
23_confidence_weighted,MODERATE,False,0.9143824553489686,0.7,0.649061224489796,0.847941517829895,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,1513e5c48872c7b7
24_confidence_weighted,MODERATE,False,0.8983214342594147,0.7,0.6862272727272727,0.6944047808647156,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,30b59fad542d9cd6
25_confidence_weighted,CRITICAL,False,0.1334665986626668,0.2,0.3615392678438273,0.8089898824691772,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,efb6f87d9e44632e
26_confidence_weighted,CRITICAL,False,0.1,0.2,0.3164650266537679,0.6975960731506348,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,dcbcafb254cf39f0
27_confidence_weighted,MODERATE,False,0.8878199136257172,0.7,0.6872876712328767,0.7593997120857239,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,c23802b762d33311
28_confidence_weighted,CRITICAL,False,0.1,0.2,0.3621281896925904,0.6679369211196899,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,d92c051212ee70d3
29_confidence_weighted,CRITICAL,False,0.3267639348237038,0.4,0.4061306876596452,0.8123286366462708,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,7299a0c0bbc5f318
30_confidence_weighted,MODERATE,False,0.925846574306488,0.7,0.6857714285714286,0.8861552476882935,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,22fcd83dc4ec45b8
31_confidence_weighted,CRITICAL,False,0.4157899438564217,0.4,0.4406990216621234,0.9514681100845336,5,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,cc214d510c169588
32_confidence_weighted,CRITICAL,False,0.1295407000395811,0.2,0.3682176047987057,0.7847729921340942,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,4691c1a4539820aa
33_confidence_weighted,CRITICAL,False,0.1538737920076907,0.2,0.389210343987,0.7308954000473022,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,dcf970d9be575d00
34_confidence_weighted,CRITICAL,False,0.1,0.2,0.3389859568714243,0.7230283617973328,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,34f54ff5931d88aa
35_confidence_weighted,CRITICAL,False,0.1334000570764937,0.2,0.3943594470005825,0.7540677785873413,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,cb0d45859d179bc4
36_confidence_weighted,MODERATE,False,0.8809822654724122,0.7,0.6819305993690852,0.736607551574707,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,dca963b3974af02c
37_confidence_weighted,MODERATE,False,0.8433802163600921,0.7,0.6869387755102041,0.6112673878669739,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,ca9d74420c3403c6
38_confidence_weighted,MODERATE,False,0.8753535139560701,0.7,0.6878045112781954,0.8178450465202332,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0e88ca86d5142566
39_confidence_weighted,CRITICAL,False,0.1015419646620041,0.2,0.3659054057835116,0.6952975392341614,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,5a73b9ddc6e4afd3
40_confidence_weighted,CRITICAL,False,0.1319044037778352,0.2,0.368569635573859,0.8920652866363525,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,6c14f312a2c75ffb
41_confidence_weighted,MODERATE,False,0.8837355279922485,0.7,0.6878115942028986,0.6457850933074951,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,67d9f55319ad7459
42_confidence_weighted,MODERATE,False,0.9270703411102296,0.7,0.6853333333333333,0.8902344703674316,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,e1864dd354ae15e1
43_confidence_weighted,MODERATE,False,0.8664055931568145,0.7,0.6791734317343173,0.7880186438560486,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,190053938e10f6d6
44_confidence_weighted,MODERATE,False,0.942548521757126,0.7,0.6892046332046332,0.8418284058570862,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,610004a7830078a4
45_confidence_weighted,MODERATE,False,0.9311925923824308,0.7,0.6799999999999999,0.9039753079414368,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,256861282562ab89
46_confidence_weighted,MODERATE,False,0.9339223301410676,0.7,0.6772875536480687,0.9130744338035583,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7d94ef8e1b1735c9
47_confidence_weighted,MODERATE,False,0.929657814502716,0.7,0.6398683127572017,0.8988593816757202,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,88e6c8cf5c61f213
48_confidence_weighted,CRITICAL,False,0.1659869103231065,0.2,0.3491403469638096,0.8380557894706726,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,691e1d90ece6679d
49_confidence_weighted,MODERATE,False,0.8822974598407745,0.7,0.6845477178423237,0.7409915328025818,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,bcd7413fdd20743c
50_confidence_weighted,CRITICAL,False,0.3903676436400199,0.4,0.4601107021283675,0.8343743085861206,5,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,a38511d05577177c
51_confidence_weighted,MODERATE,False,0.8723696386814117,0.7,0.6846925795053004,0.7078987956047058,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7862b61eda0e044d
52_confidence_weighted,MODERATE,False,0.961855080127716,0.7,0.6828126520681266,0.9061836004257202,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,b7ed24b60ea1e109
53_confidence_weighted,CRITICAL,False,0.1751214896781104,0.2,0.3992165063108716,0.9850441217422484,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,393cb92c737d9597
54_confidence_weighted,MODERATE,False,0.958808662891388,0.7,0.6829113149847095,0.8960288763046265,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,d0ce8501d6bea224
55_confidence_weighted,MODERATE,False,0.9481866681575776,0.7,0.6875702479338843,0.860622227191925,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,6ad584baee3e5434
56_confidence_weighted,CRITICAL,False,0.13837710888655,0.2,0.3510541063839399,0.8428335189819336,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,113da3cfde6533dd
57_confidence_weighted,MODERATE,False,0.944551566839218,0.7,0.6748059701492537,0.9485052227973938,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,6f59a7955c7c4b10
58_confidence_weighted,MODERATE,False,0.8996862101554871,0.7,0.6812631578947369,0.8989540338516235,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,b21b9571a9fe8d73
59_confidence_weighted,CRITICAL,False,0.3473994819812587,0.4,0.409153660236321,0.8760755062103271,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,f13a89625677bcc5
60_confidence_weighted,CRITICAL,False,0.1695250737293897,0.2,0.3610008405892727,0.8300821781158447,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,5647e002a835b567
61_confidence_weighted,MODERATE,False,0.9276874458789826,0.7,0.6817746478873239,0.8922914862632751,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,afd0e376c006d420
62_confidence_weighted,MODERATE,False,0.8960528898239136,0.7,0.6806464646464646,0.8868429660797119,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,b63b8252e450f462
63_confidence_weighted,CRITICAL,False,0.3991622772279396,0.4,0.4364655475741655,0.9030983448028564,5,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,6bb5fec6c8eb5e8b
64_confidence_weighted,MODERATE,False,0.9210188663005828,0.7,0.6773477088948787,0.8700628876686096,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,b048475115a73fd8
65_confidence_weighted,CRITICAL,False,0.1409422458324382,0.2,0.3185519292182822,0.8055542707443237,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,382f495ebb0e6ea1
67_confidence_weighted,CRITICAL,False,0.1,0.2,0.303004664583427,0.6369819045066833,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,0fef8f52921322f5
68_confidence_weighted,MODERATE,False,0.8801719808578491,0.7,0.6864854368932038,0.6339066028594971,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,2da8feefe2ab36b9
69_confidence_weighted,CRITICAL,False,0.1,0.2,0.3995285934203869,0.6210489869117737,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,a1fef770615bb2e5
70_confidence_weighted,CRITICAL,False,0.3903777112279619,0.4,0.4171840718814305,0.805952250957489,4,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,af6c35080467f02e
71_confidence_weighted,CRITICAL,False,0.3728246117731293,0.4,0.4355597688953796,0.9168157577514648,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,267a43bc1cfca9d7
72_confidence_weighted,MODERATE,False,0.9224545097351072,0.7,0.6825564738292011,0.8748483657836914,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,4fadd51d69e701a5
73_confidence_weighted,CRITICAL,False,0.1,0.2,0.3056199340790592,0.6689532995223999,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,cb752b34f63df7e2
74_confidence_weighted,CRITICAL,False,0.377692923467713,0.4,0.4473731158601391,0.8133545517921448,5,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,98cfb81085297808
75_confidence_weighted,MODERATE,False,0.8738634324073791,0.7,0.6911515151515151,0.7128781080245972,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,68eae07b7f193824
76_confidence_weighted,CRITICAL,False,0.1266494838445604,0.2,0.3556044801174045,0.7961574792861938,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,19ee41a13c9862aa
77_confidence_weighted,MODERATE,False,0.9407488310337068,0.7,0.6807540983606557,0.8358294367790222,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,079d1e666f0a9185
78_confidence_weighted,CRITICAL,False,0.1,0.2,0.359418525458781,0.6593196392059326,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,3d32211474049e06
79_confidence_weighted,MODERATE,False,0.9464989686012268,0.7,0.6824107485604606,0.8549965620040894,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,78f4bb460dcce286
80_confidence_weighted,CRITICAL,False,0.3610046307083066,0.4,0.4502169592849601,0.8529871702194214,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,2e04f86309b1c1a9
81_confidence_weighted,CRITICAL,False,0.1040585771169816,0.2,0.3538021975689241,0.8238582611083984,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,e147dddb08ce381c
82_confidence_weighted,CRITICAL,False,0.1009886463388564,0.2,0.3776669923275236,0.7738505005836487,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,452bb2019ea76931
83_confidence_weighted,CRITICAL,False,0.163839684116006,0.2,0.338537160132647,0.8485703468322754,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,406da419258b2c43
84_confidence_weighted,CRITICAL,False,0.1195302555099176,0.2,0.3678576153785083,0.8520048260688782,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,ecb41e3235605396
85_confidence_weighted,MODERATE,False,0.883692262172699,0.7,0.685568345323741,0.7456408739089966,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7d61a0c658b9ecd8
86_confidence_weighted,MODERATE,False,0.9418833410739896,0.7,0.6720240963855422,0.9396111369132996,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,e73ba9ac04d370cf
87_confidence_weighted,MODERATE,False,0.976969381570816,0.7,0.6488813559322034,0.9565646052360536,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,84d84605845187ca
88_confidence_weighted,MODERATE,False,0.9004857051372529,0.7,0.6796281179138322,0.901619017124176,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,a40f253f02938458
89_confidence_weighted,MODERATE,False,0.9040339028835296,0.7,0.6824848484848485,0.8134463429450989,5,2.129077911376953,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,f51f3fdf75da15eb
90_confidence_weighted,MODERATE,False,0.9421352183818816,0.7,0.6753513513513514,0.9404507279396056,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0e804803f285436a
91_confidence_weighted,MODERATE,False,0.900300704240799,0.7,0.6750673575129533,0.9010023474693298,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,2a3b035bd28680d6
92_confidence_weighted,MODERATE,False,0.9713441276550292,0.7,0.6830089285714286,0.9378137588500975,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,90228e266121cdac
93_confidence_weighted,MODERATE,False,0.9705504262447358,0.7,0.6782764227642276,0.9351680874824524,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,bdba07ba99c1603d
94_confidence_weighted,MODERATE,False,0.9656328999996184,0.7,0.6750781563126252,0.9187763333320618,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,827f942284082973
95_confidence_weighted,MODERATE,False,0.9416583752632142,0.7,0.6774761904761906,0.9388612508773804,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,29c2143168e14c13
96_confidence_weighted,MODERATE,False,0.7427604171375728,0.6,0.5312238805970149,0.7238282561302185,5,0.0,Grade B non production ready - traitement ML élevé,B,False,0.75,361caff2d40d0c74
97_confidence_weighted,MODERATE,False,0.913346700668335,0.7,0.6799269406392694,0.9444890022277832,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,bf5d2558cecf909d
98_confidence_weighted,MODERATE,False,0.942150399684906,0.7,0.6714948805460751,0.94050133228302,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,8ec18d19e58d9fad
99_confidence_weighted,MODERATE,False,0.930096892118454,0.7,0.6812559726962457,0.9003229737281799,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,619ac2b75ec51a6a
100_confidence_weighted,MODERATE,False,0.8396779625015404,0.6,0.5177099236641222,0.969410002231598,4,0.0,Grade B non production ready - traitement ML élevé,B,False,0.75,8faad6d1ca7e63e2
101_confidence_weighted,MODERATE,False,0.9074831521511078,0.7,0.6918115183246074,0.8249438405036926,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,184a7f323236a6fd
102_confidence_weighted,MODERATE,False,0.961497219800949,0.7,0.6678933333333333,0.9049907326698304,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,1ea2b6b6fcad0d49
103_confidence_weighted,MODERATE,False,0.9255613839626312,0.7,0.6871917098445596,0.8852046132087708,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,a68c6f882eda290f
104_confidence_weighted,MODERATE,False,0.9784472966194152,0.7,0.688,0.9614909887313844,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,8a1f882da3f5ce5a
105_confidence_weighted,MODERATE,False,0.9150077676773072,0.7,0.6790813953488372,0.8500258922576904,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7973920660d3016b
106_confidence_weighted,CRITICAL,False,0.1123401412350391,0.2,0.3283215349877786,0.793931245803833,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,d244b64e457fe322
107_confidence_weighted,MODERATE,False,0.9558836781978608,0.7,0.6832727272727273,0.8862789273262024,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,86ed15eb33588d32
108_confidence_weighted,CRITICAL,False,0.1609882364573335,0.2,0.306892690241785,0.8918063044548035,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,f60056647b2e6c04
109_confidence_weighted,CRITICAL,False,0.1499991615535892,0.2,0.392596384668763,0.8123365640640259,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,1799497d236cc8f8
110_confidence_weighted,CRITICAL,False,0.1,0.2,0.3080407447283318,0.6362269520759583,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,d4f31d71e0474ed9
111_confidence_weighted,CRITICAL,False,0.1306580046773988,0.2,0.3166177399875798,0.87449711561203,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,b16c0e23e7e392f5
113_confidence_weighted,MODERATE,False,0.9236935651302338,0.7,0.680972972972973,0.8789785504341125,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,2363f8c60633af2c
114_confidence_weighted,MODERATE,False,0.9454425251483918,0.7,0.6840506329113925,0.9514750838279724,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,c04de690539938a3
115_confidence_weighted,MODERATE,False,0.8526701903343201,0.7,0.6845333333333333,0.6422339677810669,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,055073e2129cf69b
116_confidence_weighted,MODERATE,False,0.8974722254276276,0.7,0.688,0.8915740847587585,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,75ba98cb0fed4c2b
117_confidence_weighted,MODERATE,False,0.9078328585624696,0.7,0.6919641255605382,0.8261095285415649,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,220b430da44459f0
118_confidence_weighted,CRITICAL,False,0.3897219284862261,0.4,0.4917889707267245,0.8794248104095459,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,8f6ca28dd2ee370b
119_confidence_weighted,CRITICAL,False,0.1808710512219281,0.2,0.3356055443879788,0.910227596759796,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,b4e4db65dfa7463a
120_confidence_weighted,MODERATE,False,0.9439481234550476,0.7,0.6712336448598131,0.9464937448501588,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,33d8bf8a5fa6bafe
121_confidence_weighted,MODERATE,False,0.8896838986873626,0.7,0.696,0.6656129956245422,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,3c19808010f2ba6f
122_confidence_weighted,MODERATE,False,0.9193734383583068,0.7,0.6917939914163089,0.864578127861023,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,e4abac464be73d82
123_confidence_weighted,CRITICAL,False,0.161421635744715,0.2,0.3961727154210097,0.7444509267807007,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,d986d498cedd168b
124_confidence_weighted,MODERATE,False,0.8992445576190949,0.7,0.688,0.8974818587303162,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,11b758cdb3f94344
125_confidence_weighted,MODERATE,False,0.8777473783493042,0.7,0.6824285714285714,0.7258245944976807,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,b389db4ec28884a7
126_confidence_weighted,CRITICAL,False,0.1406827930498854,0.2,0.3365334566213162,0.8747202157974243,5,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,227ac58da54eafb8
127_confidence_weighted,MODERATE,False,0.8729198670387268,0.7,0.6501666666666667,0.7097328901290894,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0b488a9b19eada6b
128_confidence_weighted,MODERATE,False,0.8960528898239136,0.7,0.6806464646464646,0.8868429660797119,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,34cd2441459ad119
129_confidence_weighted,MODERATE,False,0.9150077676773072,0.7,0.6790813953488372,0.8500258922576904,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,7d3985e16d7fe3c3
130_confidence_weighted,CRITICAL,False,0.1,0.2,0.3286540308094263,0.8446868658065796,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,72f5963b314b2205
131_confidence_weighted,CRITICAL,False,0.3728246117731293,0.4,0.4355597688953796,0.9168157577514648,6,0.0,Grade C non production ready - traitement ML critique,C,False,1.0,574e875ed09a7233
132_confidence_weighted,MODERATE,False,0.9541268312931062,0.7,0.6854080996884735,0.8804227709770203,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,78350a8803037c44
133_confidence_weighted,CRITICAL,False,0.1751214896781104,0.2,0.3992165063108716,0.9850441217422484,6,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,2a8f3c660f23ce58
134_confidence_weighted,MODERATE,False,0.9749277913570404,0.7,0.6840434782608695,0.949759304523468,4,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,0f8286a243bf5959
135_confidence_weighted,MODERATE,False,0.929657814502716,0.7,0.6398683127572017,0.8988593816757202,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,99413af17e23056b
136_confidence_weighted,MODERATE,False,0.9421352183818816,0.7,0.6753513513513514,0.9404507279396056,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,ea15ec09d109a0a2
137_confidence_weighted,MODERATE,False,0.9311925923824308,0.7,0.6799999999999999,0.9039753079414368,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,e71c77eeede3f484
138_confidence_weighted,MODERATE,False,0.9120409047603606,0.7,0.6408878923766815,0.8401363492012024,5,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,242a3ca05ca41b2b
139_confidence_weighted,MODERATE,False,0.8847560155391693,0.7,0.634423645320197,0.8491867184638977,6,0.0,Grade B+ non production ready - traitement ML élevé,B+,False,0.75,8c2e90f73778fe01
140_confidence_weighted,CRITICAL,False,0.1659869103231065,0.2,0.3491403469638096,0.8380557894706726,4,0.0,Grade D non production ready - traitement ML critique,D,False,1.0,7d064f4fcc38c633
